,image,label,identifier,character,offset,font,prediction
416,./Images/a_416.png,0,a,a,(0 1),SF Old Republic Bold,a
417,./Images/a_417.png,0,a,a,(3 -5),SF Old Republic Bold,a
418,./Images/a_418.png,0,a,a,(3 -2),SF Old Republic Bold,a
419,./Images/a_419.png,0,a,a,(3 1),SF Old Republic Bold,a
420,./Images/a_420.png,0,a,a,(0 -5),MankSans-Medium,a
421,./Images/a_421.png,0,a,a,(0 -2),MankSans-Medium,a
422,./Images/a_422.png,0,a,a,(0 1),MankSans-Medium,a
423,./Images/a_423.png,0,a,a,(3 -5),MankSans-Medium,a
424,./Images/a_424.png,0,a,a,(3 -2),MankSans-Medium,a
425,./Images/a_425.png,0,a,a,(3 1),MankSans-Medium,a
426,./Images/a_426.png,0,a,a,(0 -5),Aliquam,q
427,./Images/a_427.png,0,a,a,(0 -2),Aliquam,q
428,./Images/a_428.png,0,a,a,(0 1),Aliquam,q
429,./Images/a_429.png,0,a,a,(3 -5),Aliquam,c
430,./Images/a_430.png,0,a,a,(3 -2),Aliquam,o
431,./Images/a_431.png,0,a,a,(3 1),Aliquam,c
432,./Images/a_432.png,0,a,a,(0 -5),Arial Narrow Bold Italic,a
433,./Images/a_433.png,0,a,a,(0 -2),Arial Narrow Bold Italic,a
434,./Images/a_434.png,0,a,a,(0 1),Arial Narrow Bold Italic,a
435,./Images/a_435.png,0,a,a,(3 -5),Arial Narrow Bold Italic,a
436,./Images/a_436.png,0,a,a,(3 -2),Arial Narrow Bold Italic,a
437,./Images/a_437.png,0,a,a,(3 1),Arial Narrow Bold Italic,a
438,./Images/a_438.png,0,a,a,(0 -5),medra___,a
439,./Images/a_439.png,0,a,a,(0 -2),medra___,g
440,./Images/a_440.png,0,a,a,(0 1),medra___,q
441,./Images/a_441.png,0,a,a,(3 -5),medra___,a
442,./Images/a_442.png,0,a,a,(3 -2),medra___,g
443,./Images/a_443.png,0,a,a,(3 1),medra___,q
444,./Images/a_444.png,0,a,a,(0 -5),seriously,a
445,./Images/a_445.png,0,a,a,(0 -2),seriously,a
446,./Images/a_446.png,0,a,a,(0 1),seriously,a
447,./Images/a_447.png,0,a,a,(3 -5),seriously,a
448,./Images/a_448.png,0,a,a,(3 -2),seriously,a
449,./Images/a_449.png,0,a,a,(3 1),seriously,4
450,./Images/a_450.png,0,a,a,(0 -5),bluecond,a
451,./Images/a_451.png,0,a,a,(0 -2),bluecond,a
452,./Images/a_452.png,0,a,a,(0 1),bluecond,a
453,./Images/a_453.png,0,a,a,(3 -5),bluecond,i
454,./Images/a_454.png,0,a,a,(3 -2),bluecond,a
455,./Images/a_455.png,0,a,a,(3 1),bluecond,a
456,./Images/a_456.png,0,a,a,(0 -5),updik___,a
457,./Images/a_457.png,0,a,a,(0 -2),updik___,a
458,./Images/a_458.png,0,a,a,(0 1),updik___,a
459,./Images/a_459.png,0,a,a,(3 -5),updik___,a
460,./Images/a_460.png,0,a,a,(3 -2),updik___,a
461,./Images/a_461.png,0,a,a,(3 1),updik___,a
462,./Images/a_462.png,0,a,a,(0 -5),Slim Extreme,u
463,./Images/a_463.png,0,a,a,(0 -2),Slim Extreme,u
464,./Images/a_464.png,0,a,a,(0 1),Slim Extreme,u
465,./Images/a_465.png,0,a,a,(3 -5),Slim Extreme,c
466,./Images/a_466.png,0,a,a,(3 -2),Slim Extreme,o
467,./Images/a_467.png,0,a,a,(3 1),Slim Extreme,i
468,./Images/a_468.png,0,a,a,(0 -5),Arial Narrow,a
469,./Images/a_469.png,0,a,a,(0 -2),Arial Narrow,a
470,./Images/a_470.png,0,a,a,(0 1),Arial Narrow,a
471,./Images/a_471.png,0,a,a,(3 -5),Arial Narrow,a
472,./Images/a_472.png,0,a,a,(3 -2),Arial Narrow,a
473,./Images/a_473.png,0,a,a,(3 1),Arial Narrow,a
474,./Images/a_474.png,0,a,a,(0 -5),LeviReBrushed,a
475,./Images/a_475.png,0,a,a,(0 -2),LeviReBrushed,a
476,./Images/a_476.png,0,a,a,(0 1),LeviReBrushed,a
477,./Images/a_477.png,0,a,a,(3 -5),LeviReBrushed,a
478,./Images/a_478.png,0,a,a,(3 -2),LeviReBrushed,a
479,./Images/a_479.png,0,a,a,(3 1),LeviReBrushed,4
480,./Images/a_480.png,0,a,a,(0 -5),Tall Film Fine,a
481,./Images/a_481.png,0,a,a,(0 -2),Tall Film Fine,a
482,./Images/a_482.png,0,a,a,(0 1),Tall Film Fine,a
483,./Images/a_483.png,0,a,a,(3 -5),Tall Film Fine,a
484,./Images/a_484.png,0,a,a,(3 -2),Tall Film Fine,a
485,./Images/a_485.png,0,a,a,(3 1),Tall Film Fine,a
486,./Images/a_486.png,0,a,a,(0 -5),Ozonelayer,a
487,./Images/a_487.png,0,a,a,(0 -2),Ozonelayer,a
488,./Images/a_488.png,0,a,a,(0 1),Ozonelayer,a
489,./Images/a_489.png,0,a,a,(3 -5),Ozonelayer,a
490,./Images/a_490.png,0,a,a,(3 -2),Ozonelayer,a
491,./Images/a_491.png,0,a,a,(3 1),Ozonelayer,a
492,./Images/a_492.png,0,a,a,(0 -5),gadugib,a
493,./Images/a_493.png,0,a,a,(0 -2),gadugib,a
494,./Images/a_494.png,0,a,a,(0 1),gadugib,a
495,./Images/a_495.png,0,a,a,(3 -5),gadugib,a
496,./Images/a_496.png,0,a,a,(3 -2),gadugib,a
497,./Images/a_497.png,0,a,a,(3 1),gadugib,a
498,./Images/a_498.png,0,a,a,(0 -5),KataBidalanBold,a
499,./Images/a_499.png,0,a,a,(0 -2),KataBidalanBold,a
500,./Images/a_500.png,0,a,a,(0 1),KataBidalanBold,a
501,./Images/a_501.png,0,a,a,(3 -5),KataBidalanBold,a
502,./Images/a_502.png,0,a,a,(3 -2),KataBidalanBold,q
503,./Images/a_503.png,0,a,a,(3 1),KataBidalanBold,o
504,./Images/a_504.png,0,a,a,(0 -5),Courier New,a
505,./Images/a_505.png,0,a,a,(0 -2),Courier New,a
506,./Images/a_506.png,0,a,a,(0 1),Courier New,a
507,./Images/a_507.png,0,a,a,(3 -5),Courier New,a
508,./Images/a_508.png,0,a,a,(3 -2),Courier New,a
509,./Images/a_509.png,0,a,a,(3 1),Courier New,a
510,./Images/a_510.png,0,a,a,(0 -5),ClearLine_PERSONAL_USE_ONLY,g
511,./Images/a_511.png,0,a,a,(0 -2),ClearLine_PERSONAL_USE_ONLY,g
512,./Images/a_512.png,0,a,a,(0 1),ClearLine_PERSONAL_USE_ONLY,a
513,./Images/a_513.png,0,a,a,(3 -5),ClearLine_PERSONAL_USE_ONLY,a
514,./Images/a_514.png,0,a,a,(3 -2),ClearLine_PERSONAL_USE_ONLY,o
515,./Images/a_515.png,0,a,a,(3 1),ClearLine_PERSONAL_USE_ONLY,o
516,./Images/a_516.png,0,a,a,(0 -5),Permanent,d
517,./Images/a_517.png,0,a,a,(0 -2),Permanent,q
518,./Images/a_518.png,0,a,a,(0 1),Permanent,q
519,./Images/a_519.png,0,a,a,(3 -5),Permanent,a
520,./Images/a_520.png,0,a,a,(3 -2),Permanent,a
521,./Images/a_521.png,0,a,a,(3 1),Permanent,a
522,./Images/a_522.png,0,a,a,(0 -5),zephyreg,a
523,./Images/a_523.png,0,a,a,(0 -2),zephyreg,a
524,./Images/a_524.png,0,a,a,(0 1),zephyreg,a
525,./Images/a_525.png,0,a,a,(3 -5),zephyreg,a
526,./Images/a_526.png,0,a,a,(3 -2),zephyreg,a
527,./Images/a_527.png,0,a,a,(3 1),zephyreg,a
528,./Images/a_528.png,0,a,a,(0 -5),LT Oksana Bold,g
529,./Images/a_529.png,0,a,a,(0 -2),LT Oksana Bold,q
530,./Images/a_530.png,0,a,a,(0 1),LT Oksana Bold,q
531,./Images/a_531.png,0,a,a,(3 -5),LT Oksana Bold,g
532,./Images/a_532.png,0,a,a,(3 -2),LT Oksana Bold,q
533,./Images/a_533.png,0,a,a,(3 1),LT Oksana Bold,q
534,./Images/a_534.png,0,a,a,(0 -5),budeasym,a
535,./Images/a_535.png,0,a,a,(0 -2),budeasym,a
536,./Images/a_536.png,0,a,a,(0 1),budeasym,a
537,./Images/a_537.png,0,a,a,(3 -5),budeasym,a
538,./Images/a_538.png,0,a,a,(3 -2),budeasym,a
539,./Images/a_539.png,0,a,a,(3 1),budeasym,a
540,./Images/a_540.png,0,a,a,(0 -5),Opificio_Bold,o
541,./Images/a_541.png,0,a,a,(0 -2),Opificio_Bold,q
542,./Images/a_542.png,0,a,a,(0 1),Opificio_Bold,q
543,./Images/a_543.png,0,a,a,(3 -5),Opificio_Bold,q
544,./Images/a_544.png,0,a,a,(3 -2),Opificio_Bold,q
545,./Images/a_545.png,0,a,a,(3 1),Opificio_Bold,o
546,./Images/a_546.png,0,a,a,(0 -5),absci___,a
547,./Images/a_547.png,0,a,a,(0 -2),absci___,a
548,./Images/a_548.png,0,a,a,(0 1),absci___,a
549,./Images/a_549.png,0,a,a,(3 -5),absci___,a
550,./Images/a_550.png,0,a,a,(3 -2),absci___,a
551,./Images/a_551.png,0,a,a,(3 1),absci___,a
552,./Images/a_552.png,0,a,a,(0 -5),corbeli,a
553,./Images/a_553.png,0,a,a,(0 -2),corbeli,a
554,./Images/a_554.png,0,a,a,(0 1),corbeli,q
555,./Images/a_555.png,0,a,a,(3 -5),corbeli,q
556,./Images/a_556.png,0,a,a,(3 -2),corbeli,a
557,./Images/a_557.png,0,a,a,(3 1),corbeli,o
558,./Images/a_558.png,0,a,a,(0 -5),BabelSans-Bold,a
559,./Images/a_559.png,0,a,a,(0 -2),BabelSans-Bold,a
560,./Images/a_560.png,0,a,a,(0 1),BabelSans-Bold,a
561,./Images/a_561.png,0,a,a,(3 -5),BabelSans-Bold,a
562,./Images/a_562.png,0,a,a,(3 -2),BabelSans-Bold,a
563,./Images/a_563.png,0,a,a,(3 1),BabelSans-Bold,a
564,./Images/a_564.png,0,a,a,(0 -5),Skia,a
565,./Images/a_565.png,0,a,a,(0 -2),Skia,a
566,./Images/a_566.png,0,a,a,(0 1),Skia,a
567,./Images/a_567.png,0,a,a,(3 -5),Skia,a
568,./Images/a_568.png,0,a,a,(3 -2),Skia,a
569,./Images/a_569.png,0,a,a,(3 1),Skia,a
570,./Images/a_570.png,0,a,a,(0 -5),steelfis,a
571,./Images/a_571.png,0,a,a,(0 -2),steelfis,a
572,./Images/a_572.png,0,a,a,(0 1),steelfis,a
573,./Images/a_573.png,0,a,a,(3 -5),steelfis,a
574,./Images/a_574.png,0,a,a,(3 -2),steelfis,a
575,./Images/a_575.png,0,a,a,(3 1),steelfis,a
576,./Images/a_576.png,0,a,a,(0 -5),Trebuchet MS Bold Italic,a
577,./Images/a_577.png,0,a,a,(0 -2),Trebuchet MS Bold Italic,a
578,./Images/a_578.png,0,a,a,(0 1),Trebuchet MS Bold Italic,o
579,./Images/a_579.png,0,a,a,(3 -5),Trebuchet MS Bold Italic,a
580,./Images/a_580.png,0,a,a,(3 -2),Trebuchet MS Bold Italic,a
581,./Images/a_581.png,0,a,a,(3 1),Trebuchet MS Bold Italic,o
582,./Images/a_582.png,0,a,a,(0 -5),impact,a
583,./Images/a_583.png,0,a,a,(0 -2),impact,a
584,./Images/a_584.png,0,a,a,(0 1),impact,a
585,./Images/a_585.png,0,a,a,(3 -5),impact,a
586,./Images/a_586.png,0,a,a,(3 -2),impact,a
587,./Images/a_587.png,0,a,a,(3 1),impact,a
588,./Images/a_588.png,0,a,a,(0 -5),Streamster,a
589,./Images/a_589.png,0,a,a,(0 -2),Streamster,a
590,./Images/a_590.png,0,a,a,(0 1),Streamster,e
591,./Images/a_591.png,0,a,a,(3 -5),Streamster,a
592,./Images/a_592.png,0,a,a,(3 -2),Streamster,e
593,./Images/a_593.png,0,a,a,(3 1),Streamster,e
594,./Images/a_594.png,0,a,a,(0 -5),SF Laundromatic Bold Oblique,3
595,./Images/a_595.png,0,a,a,(0 -2),SF Laundromatic Bold Oblique,a
596,./Images/a_596.png,0,a,a,(0 1),SF Laundromatic Bold Oblique,a
597,./Images/a_597.png,0,a,a,(3 -5),SF Laundromatic Bold Oblique,a
598,./Images/a_598.png,0,a,a,(3 -2),SF Laundromatic Bold Oblique,a
599,./Images/a_599.png,0,a,a,(3 1),SF Laundromatic Bold Oblique,a
600,./Images/a_600.png,0,a,a,(0 -5),Snowstorm Kraft,a
601,./Images/a_601.png,0,a,a,(0 -2),Snowstorm Kraft,a
602,./Images/a_602.png,0,a,a,(0 1),Snowstorm Kraft,a
603,./Images/a_603.png,0,a,a,(3 -5),Snowstorm Kraft,j
604,./Images/a_604.png,0,a,a,(3 -2),Snowstorm Kraft,a
605,./Images/a_605.png,0,a,a,(3 1),Snowstorm Kraft,a
606,./Images/a_606.png,0,a,a,(0 -5),PRIMER,g
607,./Images/a_607.png,0,a,a,(0 -2),PRIMER,g
608,./Images/a_608.png,0,a,a,(0 1),PRIMER,a
609,./Images/a_609.png,0,a,a,(3 -5),PRIMER,o
610,./Images/a_610.png,0,a,a,(3 -2),PRIMER,o
611,./Images/a_611.png,0,a,a,(3 1),PRIMER,o
612,./Images/a_612.png,0,a,a,(0 -5),Tahoma Bold,a
613,./Images/a_613.png,0,a,a,(0 -2),Tahoma Bold,a
614,./Images/a_614.png,0,a,a,(0 1),Tahoma Bold,a
615,./Images/a_615.png,0,a,a,(3 -5),Tahoma Bold,a
616,./Images/a_616.png,0,a,a,(3 -2),Tahoma Bold,a
617,./Images/a_617.png,0,a,a,(3 1),Tahoma Bold,a
618,./Images/a_618.png,0,a,a,(0 -5),Arial,a
619,./Images/a_619.png,0,a,a,(0 -2),Arial,a
620,./Images/a_620.png,0,a,a,(0 1),Arial,a
621,./Images/a_621.png,0,a,a,(3 -5),Arial,a
622,./Images/a_622.png,0,a,a,(3 -2),Arial,a
623,./Images/a_623.png,0,a,a,(3 1),Arial,a
624,./Images/a_624.png,0,a,a,(0 -5),YanoneKaffeesatz-Thin,a
625,./Images/a_625.png,0,a,a,(0 -2),YanoneKaffeesatz-Thin,a
626,./Images/a_626.png,0,a,a,(0 1),YanoneKaffeesatz-Thin,d
627,./Images/a_627.png,0,a,a,(3 -5),YanoneKaffeesatz-Thin,a
628,./Images/a_628.png,0,a,a,(3 -2),YanoneKaffeesatz-Thin,a
629,./Images/a_629.png,0,a,a,(3 1),YanoneKaffeesatz-Thin,i
630,./Images/a_630.png,0,a,a,(0 -5),Tall Films Fine Oblique,a
631,./Images/a_631.png,0,a,a,(0 -2),Tall Films Fine Oblique,a
632,./Images/a_632.png,0,a,a,(0 1),Tall Films Fine Oblique,a
633,./Images/a_633.png,0,a,a,(3 -5),Tall Films Fine Oblique,a
634,./Images/a_634.png,0,a,a,(3 -2),Tall Films Fine Oblique,a
635,./Images/a_635.png,0,a,a,(3 1),Tall Films Fine Oblique,a
636,./Images/a_636.png,0,a,a,(0 -5),Ayuthaya,g
637,./Images/a_637.png,0,a,a,(0 -2),Ayuthaya,g
638,./Images/a_638.png,0,a,a,(0 1),Ayuthaya,q
639,./Images/a_639.png,0,a,a,(3 -5),Ayuthaya,q
640,./Images/a_640.png,0,a,a,(3 -2),Ayuthaya,g
641,./Images/a_641.png,0,a,a,(3 1),Ayuthaya,q
642,./Images/a_642.png,0,a,a,(0 -5),Minecraftia-Regular,j
643,./Images/a_643.png,0,a,a,(0 -2),Minecraftia-Regular,i
644,./Images/a_644.png,0,a,a,(0 1),Minecraftia-Regular,a
645,./Images/a_645.png,0,a,a,(3 -5),Minecraftia-Regular,a
646,./Images/a_646.png,0,a,a,(3 -2),Minecraftia-Regular,a
647,./Images/a_647.png,0,a,a,(3 1),Minecraftia-Regular,a
648,./Images/a_648.png,0,a,a,(0 -5),Pacifico,q
649,./Images/a_649.png,0,a,a,(0 -2),Pacifico,a
650,./Images/a_650.png,0,a,a,(0 1),Pacifico,a
651,./Images/a_651.png,0,a,a,(3 -5),Pacifico,a
652,./Images/a_652.png,0,a,a,(3 -2),Pacifico,a
653,./Images/a_653.png,0,a,a,(3 1),Pacifico,a
654,./Images/a_654.png,0,a,a,(0 -5),Sparkler-demo,a
655,./Images/a_655.png,0,a,a,(0 -2),Sparkler-demo,a
656,./Images/a_656.png,0,a,a,(0 1),Sparkler-demo,a
657,./Images/a_657.png,0,a,a,(3 -5),Sparkler-demo,a
658,./Images/a_658.png,0,a,a,(3 -2),Sparkler-demo,a
659,./Images/a_659.png,0,a,a,(3 1),Sparkler-demo,a
660,./Images/a_660.png,0,a,a,(0 -5),Khmer Sangam MN,a
661,./Images/a_661.png,0,a,a,(0 -2),Khmer Sangam MN,a
662,./Images/a_662.png,0,a,a,(0 1),Khmer Sangam MN,a
663,./Images/a_663.png,0,a,a,(3 -5),Khmer Sangam MN,a
664,./Images/a_664.png,0,a,a,(3 -2),Khmer Sangam MN,a
665,./Images/a_665.png,0,a,a,(3 1),Khmer Sangam MN,a
666,./Images/a_666.png,0,a,a,(0 -5),medium,a
667,./Images/a_667.png,0,a,a,(0 -2),medium,a
668,./Images/a_668.png,0,a,a,(0 1),medium,a
669,./Images/a_669.png,0,a,a,(3 -5),medium,a
670,./Images/a_670.png,0,a,a,(3 -2),medium,a
671,./Images/a_671.png,0,a,a,(3 1),medium,a
672,./Images/a_672.png,0,a,a,(0 -5),YanoneKaffeesatz-Bold,a
673,./Images/a_673.png,0,a,a,(0 -2),YanoneKaffeesatz-Bold,a
674,./Images/a_674.png,0,a,a,(0 1),YanoneKaffeesatz-Bold,a
675,./Images/a_675.png,0,a,a,(3 -5),YanoneKaffeesatz-Bold,a
676,./Images/a_676.png,0,a,a,(3 -2),YanoneKaffeesatz-Bold,a
677,./Images/a_677.png,0,a,a,(3 1),YanoneKaffeesatz-Bold,a
678,./Images/a_678.png,0,a,a,(0 -5),Phantomime,z
679,./Images/a_679.png,0,a,a,(0 -2),Phantomime,2
680,./Images/a_680.png,0,a,a,(0 1),Phantomime,3
681,./Images/a_681.png,0,a,a,(3 -5),Phantomime,z
682,./Images/a_682.png,0,a,a,(3 -2),Phantomime,a
683,./Images/a_683.png,0,a,a,(3 1),Phantomime,3
684,./Images/a_684.png,0,a,a,(0 -5),steelfib,a
685,./Images/a_685.png,0,a,a,(0 -2),steelfib,a
686,./Images/a_686.png,0,a,a,(0 1),steelfib,a
687,./Images/a_687.png,0,a,a,(3 -5),steelfib,a
688,./Images/a_688.png,0,a,a,(3 -2),steelfib,a
689,./Images/a_689.png,0,a,a,(3 1),steelfib,a
690,./Images/a_690.png,0,a,a,(0 -5),PRIMERB,g
691,./Images/a_691.png,0,a,a,(0 -2),PRIMERB,g
692,./Images/a_692.png,0,a,a,(0 1),PRIMERB,a
693,./Images/a_693.png,0,a,a,(3 -5),PRIMERB,q
694,./Images/a_694.png,0,a,a,(3 -2),PRIMERB,q
695,./Images/a_695.png,0,a,a,(3 1),PRIMERB,q
696,./Images/a_696.png,0,a,a,(0 -5),Nirmala,a
697,./Images/a_697.png,0,a,a,(0 -2),Nirmala,a
698,./Images/a_698.png,0,a,a,(0 1),Nirmala,a
699,./Images/a_699.png,0,a,a,(3 -5),Nirmala,a
700,./Images/a_700.png,0,a,a,(3 -2),Nirmala,a
701,./Images/a_701.png,0,a,a,(3 1),Nirmala,a
702,./Images/a_702.png,0,a,a,(0 -5),slender,a
703,./Images/a_703.png,0,a,a,(0 -2),slender,a
704,./Images/a_704.png,0,a,a,(0 1),slender,a
705,./Images/a_705.png,0,a,a,(3 -5),slender,a
706,./Images/a_706.png,0,a,a,(3 -2),slender,a
707,./Images/a_707.png,0,a,a,(3 1),slender,1
708,./Images/a_708.png,0,a,a,(0 -5),krazynights,a
709,./Images/a_709.png,0,a,a,(0 -2),krazynights,a
710,./Images/a_710.png,0,a,a,(0 1),krazynights,a
711,./Images/a_711.png,0,a,a,(3 -5),krazynights,a
712,./Images/a_712.png,0,a,a,(3 -2),krazynights,a
713,./Images/a_713.png,0,a,a,(3 1),krazynights,a
714,./Images/a_714.png,0,a,a,(0 -5),Trebuchet MS Bold,a
715,./Images/a_715.png,0,a,a,(0 -2),Trebuchet MS Bold,a
716,./Images/a_716.png,0,a,a,(0 1),Trebuchet MS Bold,a
717,./Images/a_717.png,0,a,a,(3 -5),Trebuchet MS Bold,a
718,./Images/a_718.png,0,a,a,(3 -2),Trebuchet MS Bold,a
719,./Images/a_719.png,0,a,a,(3 1),Trebuchet MS Bold,a
720,./Images/a_720.png,0,a,a,(0 -5),Waukegan LDO Black,e
721,./Images/a_721.png,0,a,a,(0 -2),Waukegan LDO Black,a
722,./Images/a_722.png,0,a,a,(0 1),Waukegan LDO Black,a
723,./Images/a_723.png,0,a,a,(3 -5),Waukegan LDO Black,a
724,./Images/a_724.png,0,a,a,(3 -2),Waukegan LDO Black,a
725,./Images/a_725.png,0,a,a,(3 1),Waukegan LDO Black,a
726,./Images/a_726.png,0,a,a,(0 -5),Arial Black,a
727,./Images/a_727.png,0,a,a,(0 -2),Arial Black,a
728,./Images/a_728.png,0,a,a,(0 1),Arial Black,a
729,./Images/a_729.png,0,a,a,(3 -5),Arial Black,a
730,./Images/a_730.png,0,a,a,(3 -2),Arial Black,a
731,./Images/a_731.png,0,a,a,(3 1),Arial Black,a
732,./Images/a_732.png,0,a,a,(0 -5),Ubuntu-B,a
733,./Images/a_733.png,0,a,a,(0 -2),Ubuntu-B,a
734,./Images/a_734.png,0,a,a,(0 1),Ubuntu-B,a
735,./Images/a_735.png,0,a,a,(3 -5),Ubuntu-B,a
736,./Images/a_736.png,0,a,a,(3 -2),Ubuntu-B,a
737,./Images/a_737.png,0,a,a,(3 1),Ubuntu-B,a
738,./Images/a_738.png,0,a,a,(0 -5),black,a
739,./Images/a_739.png,0,a,a,(0 -2),black,a
740,./Images/a_740.png,0,a,a,(0 1),black,a
741,./Images/a_741.png,0,a,a,(3 -5),black,a
742,./Images/a_742.png,0,a,a,(3 -2),black,a
743,./Images/a_743.png,0,a,a,(3 1),black,a
744,./Images/a_744.png,0,a,a,(0 -5),Courier New Bold Italic,a
745,./Images/a_745.png,0,a,a,(0 -2),Courier New Bold Italic,a
746,./Images/a_746.png,0,a,a,(0 1),Courier New Bold Italic,a
747,./Images/a_747.png,0,a,a,(3 -5),Courier New Bold Italic,a
748,./Images/a_748.png,0,a,a,(3 -2),Courier New Bold Italic,a
749,./Images/a_749.png,0,a,a,(3 1),Courier New Bold Italic,a
750,./Images/a_750.png,0,a,a,(0 -5),Comic Sans MS,g
751,./Images/a_751.png,0,a,a,(0 -2),Comic Sans MS,g
752,./Images/a_752.png,0,a,a,(0 1),Comic Sans MS,q
753,./Images/a_753.png,0,a,a,(3 -5),Comic Sans MS,q
754,./Images/a_754.png,0,a,a,(3 -2),Comic Sans MS,q
755,./Images/a_755.png,0,a,a,(3 1),Comic Sans MS,o
756,./Images/a_756.png,0,a,a,(0 -5),squitcher,a
757,./Images/a_757.png,0,a,a,(0 -2),squitcher,a
758,./Images/a_758.png,0,a,a,(0 1),squitcher,a
759,./Images/a_759.png,0,a,a,(3 -5),squitcher,a
760,./Images/a_760.png,0,a,a,(3 -2),squitcher,a
761,./Images/a_761.png,0,a,a,(3 1),squitcher,a
762,./Images/a_762.png,0,a,a,(0 -5),BabelSans-Oblique,a
763,./Images/a_763.png,0,a,a,(0 -2),BabelSans-Oblique,a
764,./Images/a_764.png,0,a,a,(0 1),BabelSans-Oblique,a
765,./Images/a_765.png,0,a,a,(3 -5),BabelSans-Oblique,a
766,./Images/a_766.png,0,a,a,(3 -2),BabelSans-Oblique,a
767,./Images/a_767.png,0,a,a,(3 1),BabelSans-Oblique,a
768,./Images/a_768.png,0,a,a,(0 -5),SF Grunge Sans Bold,q
769,./Images/a_769.png,0,a,a,(0 -2),SF Grunge Sans Bold,q
770,./Images/a_770.png,0,a,a,(0 1),SF Grunge Sans Bold,a
771,./Images/a_771.png,0,a,a,(3 -5),SF Grunge Sans Bold,o
772,./Images/a_772.png,0,a,a,(3 -2),SF Grunge Sans Bold,o
773,./Images/a_773.png,0,a,a,(3 1),SF Grunge Sans Bold,q
774,./Images/a_774.png,0,a,a,(0 -5),abscib__,a
775,./Images/a_775.png,0,a,a,(0 -2),abscib__,a
776,./Images/a_776.png,0,a,a,(0 1),abscib__,a
777,./Images/a_777.png,0,a,a,(3 -5),abscib__,a
778,./Images/a_778.png,0,a,a,(3 -2),abscib__,a
779,./Images/a_779.png,0,a,a,(3 1),abscib__,a
780,./Images/a_780.png,0,a,a,(0 -5),distortion_of_the_brain_and_mind,a
781,./Images/a_781.png,0,a,a,(0 -2),distortion_of_the_brain_and_mind,a
782,./Images/a_782.png,0,a,a,(0 1),distortion_of_the_brain_and_mind,i
783,./Images/a_783.png,0,a,a,(3 -5),distortion_of_the_brain_and_mind,i
784,./Images/a_784.png,0,a,a,(3 -2),distortion_of_the_brain_and_mind,a
785,./Images/a_785.png,0,a,a,(3 1),distortion_of_the_brain_and_mind,z
786,./Images/a_786.png,0,a,a,(0 -5),bobcaygr,a
787,./Images/a_787.png,0,a,a,(0 -2),bobcaygr,a
788,./Images/a_788.png,0,a,a,(0 1),bobcaygr,a
789,./Images/a_789.png,0,a,a,(3 -5),bobcaygr,a
790,./Images/a_790.png,0,a,a,(3 -2),bobcaygr,a
791,./Images/a_791.png,0,a,a,(3 1),bobcaygr,a
792,./Images/a_792.png,0,a,a,(0 -5),corbelz,a
793,./Images/a_793.png,0,a,a,(0 -2),corbelz,a
794,./Images/a_794.png,0,a,a,(0 1),corbelz,q
795,./Images/a_795.png,0,a,a,(3 -5),corbelz,a
796,./Images/a_796.png,0,a,a,(3 -2),corbelz,a
797,./Images/a_797.png,0,a,a,(3 1),corbelz,a
798,./Images/a_798.png,0,a,a,(0 -5),Aaargh,a
799,./Images/a_799.png,0,a,a,(0 -2),Aaargh,a
800,./Images/a_800.png,0,a,a,(0 1),Aaargh,q
801,./Images/a_801.png,0,a,a,(3 -5),Aaargh,q
802,./Images/a_802.png,0,a,a,(3 -2),Aaargh,q
803,./Images/a_803.png,0,a,a,(3 1),Aaargh,o
804,./Images/a_804.png,0,a,a,(0 -5),Champagne & Limousines Bold,9
805,./Images/a_805.png,0,a,a,(0 -2),Champagne & Limousines Bold,g
806,./Images/a_806.png,0,a,a,(0 1),Champagne & Limousines Bold,q
807,./Images/a_807.png,0,a,a,(3 -5),Champagne & Limousines Bold,q
808,./Images/a_808.png,0,a,a,(3 -2),Champagne & Limousines Bold,q
809,./Images/a_809.png,0,a,a,(3 1),Champagne & Limousines Bold,o
810,./Images/a_810.png,0,a,a,(0 -5),DIN Alternate Bold,a
811,./Images/a_811.png,0,a,a,(0 -2),DIN Alternate Bold,a
812,./Images/a_812.png,0,a,a,(0 1),DIN Alternate Bold,a
813,./Images/a_813.png,0,a,a,(3 -5),DIN Alternate Bold,a
814,./Images/a_814.png,0,a,a,(3 -2),DIN Alternate Bold,a
815,./Images/a_815.png,0,a,a,(3 1),DIN Alternate Bold,a
816,./Images/a_816.png,0,a,a,(0 -5),Sathu,a
817,./Images/a_817.png,0,a,a,(0 -2),Sathu,a
818,./Images/a_818.png,0,a,a,(0 1),Sathu,a
819,./Images/a_819.png,0,a,a,(3 -5),Sathu,a
820,./Images/a_820.png,0,a,a,(3 -2),Sathu,a
821,./Images/a_821.png,0,a,a,(3 1),Sathu,a
822,./Images/a_822.png,0,a,a,(0 -5),Arial Bold Italic,a
823,./Images/a_823.png,0,a,a,(0 -2),Arial Bold Italic,a
824,./Images/a_824.png,0,a,a,(0 1),Arial Bold Italic,a
825,./Images/a_825.png,0,a,a,(3 -5),Arial Bold Italic,a
826,./Images/a_826.png,0,a,a,(3 -2),Arial Bold Italic,a
827,./Images/a_827.png,0,a,a,(3 1),Arial Bold Italic,a
828,./Images/a_828.png,0,a,a,(0 -5),tahoma,a
